lavel,val
Tec,44.83711385537924
Tev,35.26582490586833
T_ini_vl,64.65704169468614
T_ave_vl,64.2248847862291
T_ini_cl,63.79272787777205
T_ave_cl,48.675374173593696
T_ini_ll,33.55802046941534
T_ave_ll,33.52937826991979
T_ccin,35.154791935653975
T_ccc,31.180673835999244
T_hs,50.04197727976299
Q_load,2000.0
Q_ev,1875.9726341041396
Q_gr,56.01310452664776
Q_ec_wick_ccin,28.044890010196777
Q_ec_ccc,6.044484104577792
Q_ec_amb,29.68491043273436
Q_cc_ll,20.875525401803632
Q_ccc_ccin,-0.797128377552963
eval_ec[%],0.21199884108518746
eval_cc[%],0.3186118115420091
P_cap.,8632.164243749263
P_loss_wick,895.8614810262128
P_loss_gr,20.83715156148537
P_loss_vl,250.72083397896495
P_loss_cl,378.4598726458207
P_loss_ll,28.38655714300694
