lavel,val
Tec,49.14663918605879
Tev,46.061878131187314
T_ini_vl,121.93161484290721
T_ave_vl,110.61035095889952
T_ini_cl,99.28908707489188
T_ave_cl,64.64454353744594
T_ini_ll,30.0
T_ave_ll,30.0
T_ccin,45.964094263135394
T_ccc,34.577183744540605
T_hs,51.749070898250636
Q_load,1000.0
Q_ev,906.9197501322146
Q_gr,12.239171908861989
Q_ec_wick_ccin,38.991747912650446
Q_ec_ccc,6.448594341104808
Q_ec_amb,38.307063952331546
Q_cc_ll,25.307311918656783
Q_ccc_ccin,-20.074664229414566
eval_ec[%],0.2906328247163401
eval_cc[%],0.6390228235420903
P_cap.,7729.758846399918
P_loss_wick,38.62840702527671
P_loss_gr,3.2715868901850627
P_loss_vl,16.886164851497597
P_loss_cl,28.551873735568734
P_loss_ll,2.529121381943696
