lavel,val
Tec,35.611754982543516
Tev,33.77686570793833
T_ini_vl,167.12537402354974
T_ave_vl,167.12506433809398
T_ini_cl,167.12475465263822
T_ave_cl,100.11846198512944
T_ini_ll,33.11216931762061
T_ave_ll,33.061875095259836
T_ccin,33.760439632240264
T_ccc,35.60881134913507
T_hs,38.23142134183598
Q_load,1000.0
Q_ev,931.389795789594
Q_gr,22.852919420045513
Q_ec_wick_ccin,10.745235235071037
Q_ec_ccc,17.22064792388337
Q_ec_amb,18.515199919204775
Q_cc_ll,4.669377943464617
Q_ccc_ccin,0.2960611149427278
eval_ec[%],0.07237982877986723
eval_cc[%],0.6371918406549147
P_cap.,8758.294657400778
P_loss_wick,196.0324379229629
P_loss_gr,0.07120948101510294
P_loss_vl,3.156142187595833
P_loss_cl,81.22808347447426
P_loss_ll,14.101019045134308
